ts;person Id;event
1363366961.0;Up11;OUT
1363367077.0;Up149;IN
1363367339.0;Up211;IN
1363367398.0;Up158;OUT
1363367527.0;Up306;OUT
1363367614.0;Up150;OUT
1363367631.0;Up133;OUT
1363367716.0;Up110;OUT
1363367796.0;Up287;OUT
1363368084.0;Up15;OUT
1363368141.0;Up167;OUT
1363368148.0;Up1;IN
1363368420.0;Up76;OUT
1363368577.0;Up61;OUT
1363368718.0;Up185;OUT
1363368882.0;Up94;OUT
1363368890.0;Up33;OUT
1363368903.0;Up7;IN
1363368957.0;Up312;OUT
1363368959.0;Up218;OUT
1363369072.0;Up19;OUT
1363369292.0;Up198;OUT
1363369340.0;Up216;OUT
1363369496.0;Up240;IN
1363369566.0;Up240;OUT
1363369765.0;Up216;IN
1363369797.0;Up145;OUT
1363369957.0;Up74;OUT
1363370009.0;Up119;OUT
1363370157.0;Up41;OUT
1363370223.0;Up102;OUT
1363370446.0;Up77;OUT
1363370540.0;Up157;OUT
1363370597.0;Up59;OUT
1363370659.0;Up310;OUT
1363370704.0;Up39;OUT
1363370871.0;Up72;IN
1363370990.0;Up136;OUT
1363371025.0;Up300;OUT
1363371056.0;Up108;OUT
1363371296.0;Up147;OUT
1363371364.0;Up166;OUT
1363371627.0;Up86;OUT
1363371779.0;Up57;OUT
1363371827.0;Up49;OUT
1363372077.0;Up82;OUT
1363372406.0;Up295;OUT
1363372443.0;Up72;OUT
1363372851.0;Up141;OUT
1363372889.0;Up85;OUT
1363373138.0;Up153;OUT
1363373484.0;Up35;OUT
1363373692.0;Up24;OUT
1363373735.0;Up51;OUT
1363373891.0;Up286;OUT
1363373937.0;Up211;OUT
1363374556.0;Up208;OUT
1363374590.0;Up7;OUT
1363374657.0;Up182;OUT
1363374866.0;Up288;OUT
1363375300.0;Up122;OUT
1363375378.0;Up92;IN
1363375456.0;Up296;OUT
1363375538.0;Up197;OUT
1363375831.0;Up44;OUT
1363375937.0;Up92;OUT
1363375992.0;Up23;OUT
1363376541.0;Up34;OUT
1363376847.0;Up219;IN
1363376915.0;Up58;OUT
1363377119.0;Up65;IN
1363377471.0;Up26;IN
1363377706.0;Up26;OUT
1363377989.0;Up173;OUT
1363378590.0;Up264;IN
1363378654.0;Up264;OUT
1363379057.0;Up324;OUT
1363379244.0;Up65;OUT
1363379428.0;Up58;IN
1363380063.0;Up196;IN
1363380286.0;Up91;OUT
1363380458.0;Up105;OUT
1363380810.0;Up293;OUT
1363381590.0;Up58;OUT
1363382593.0;Up274;OUT
1363384877.0;Up312;IN
1363384997.0;Up312;OUT
1363387105.0;Up255;OUT
1363387895.0;Up18;OUT
1363388076.0;Up168;IN
1363388309.0;Up168;OUT
1363388698.0;Up8;IN
1363392064.0;Up1;OUT
1363394691.0;Up196;OUT
1363395581.0;Up8;OUT
1363420157.0;Up1;IN
1363420367.0;Up231;IN
1363420625.0;Up231;OUT
1363420723.0;Up18;IN
1363420724.0;Up77;IN
1363420860.0;Up95;IN
1363420911.0;Up77;OUT
1363421112.0;Up77;IN
1363421220.0;Up77;OUT
1363421693.0;Up11;IN
1363421834.0;Up11;OUT
1363421951.0;Up326;IN
1363422066.0;Up168;IN
1363422139.0;Up326;OUT
1363422162.0;Up85;IN
1363423298.0;Up180;IN
1363424073.0;Up43;IN
1363424323.0;Up79;IN
1363424349.0;Up46;IN
1363425471.0;Up162;IN
1363425810.0;Up268;IN
1363429274.0;Up122;IN
1363429651.0;Up85;OUT
1363429970.0;Up26;IN
1363430911.0;Up43;OUT
1363431198.0;Up295;IN
1363431206.0;Up218;IN
1363431904.0;Up110;IN
1363433101.0;Up293;IN
1363433294.0;Up79;OUT
1363435305.0;Up268;OUT
1363435534.0;Up6;IN
1363436883.0;Up218;OUT
1363437523.0;Up53;OUT
1363438422.0;Up26;OUT
1363438462.0;Up122;OUT
1363438626.0;Up110;OUT
1363439424.0;Up317;IN
1363439695.0;Up6;OUT
1363440735.0;Up26;IN
1363442025.0;Up58;IN
1363442185.0;Up320;IN
1363442576.0;Up26;OUT
1363442758.0;Up320;OUT
1363442806.0;Up211;IN
1363442811.0;Up295;OUT
1363443469.0;Up167;IN
1363445261.0;Up211;OUT
1363445334.0;Up26;IN
1363445695.0;Up320;IN
1363446018.0;Up57;IN
1363446108.0;Up46;OUT
1363446486.0;Up86;IN
1363446705.0;Up157;IN
1363446808.0;Up86;OUT
1363447114.0;Up183;IN
1363447197.0;Up157;OUT
1363447418.0;Up227;IN
1363448091.0;Up58;OUT
1363448215.0;Up227;OUT
1363448480.0;Up295;IN
1363448748.0;Up95;OUT
1363448880.0;Up293;OUT
1363449165.0;Up26;OUT
1363449454.0;Up1;OUT
1363452777.0;Up52;IN
1363453592.0;Up255;IN
1363453734.0;Up52;OUT
1363453840.0;Up255;OUT
1363455902.0;Up4;IN
1363456646.0;Up295;OUT
1363457301.0;Up4;OUT
1363457487.0;Up57;OUT
1363458148.0;Up157;IN
1363458428.0;Up167;OUT
1363459407.0;Up231;IN
1363459409.0;Up255;IN
1363459514.0;Up18;OUT
1363459524.0;Up157;OUT
1363459595.0;Up231;OUT
1363460021.0;Up168;OUT
1363460344.0;Up182;IN
1363460801.0;Up162;OUT
1363461498.0;Up293;IN
1363462466.0;Up182;OUT
1363463278.0;Up255;OUT
1363463435.0;Up196;IN
1363463634.0;Up317;OUT
1363465237.0;Up219;OUT
1363465406.0;Up293;OUT
1363466693.0;Up325;IN
1363466941.0;Up325;OUT
1363467073.0;Up320;OUT
1363475013.0;Up8;IN
1363475968.0;Up196;OUT
1363477305.0;Up255;IN
1363478718.0;Up255;OUT
1363492237.0;Up8;OUT
1363492911.0;Up182;IN
1363492980.0;Up182;OUT
1363508355.0;Up14;IN
1363508728.0;Up12;OUT
1363508739.0;Up2;OUT
1363508792.0;Up12;IN
1363513852.0;Up86;IN
1363514037.0;Up86;OUT
1363519046.0;Up36;OUT
1363520823.0;Up54;OUT
1363523186.0;Up14;OUT
1363523310.0;Up6;IN
1363523966.0;Up12;OUT
1363524272.0;Up317;IN
1363525677.0;Up6;OUT
1363530169.0;Up317;OUT
1363530372.0;Up4;IN
1363534179.0;Up306;IN
1363535151.0;Up306;OUT
1363535639.0;Up137;IN
1363535856.0;Up93;OUT
1363540398.0;Up137;OUT
1363540399.0;Up278;OUT
1363543624.0;Up52;IN
1363544670.0;Up52;OUT
1363547227.0;Up8;IN
1363548051.0;Up163;OUT
1363548434.0;Up7;IN
1363549272.0;Up177;OUT
1363549466.0;Up282;IN
1363549745.0;Up4;OUT
1363550056.0;Up317;IN
1363550195.0;Up4;IN
1363550408.0;Up4;OUT
1363550692.0;Up282;OUT
1363550806.0;Up255;IN
1363551626.0;Up255;OUT
1363552423.0;Up317;OUT
1363555047.0;Up8;OUT
1363558750.0;Up91;IN
1363562966.0;Up316;IN
1363567704.0;Up316;OUT
1363590661.0;Up10;IN
1363591206.0;Up11;IN
1363592516.0;Up240;IN
1363592705.0;Up2;IN
1363592929.0;Up135;IN
1363592981.0;Up237;IN
1363593083.0;Up14;IN
1363593088.0;Up222;IN
1363593415.0;Up15;IN
1363593520.0;Up141;IN
1363593816.0;Up77;IN
1363593869.0;Up20;IN
1363593879.0;Up137;IN
1363593879.0;Up278;IN
1363593894.0;Up185;IN
1363593952.0;Up57;IN
1363594033.0;Up225;IN
1363594069.0;Up136;IN
1363594650.0;Up59;IN
1363594935.0;Up124;IN
1363595135.0;Up285;IN
1363595381.0;Up200;IN
1363595563.0;Up19;IN
1363595634.0;Up32;IN
1363595693.0;Up26;IN
1363595814.0;Up190;IN
1363595819.0;Up18;IN
1363595834.0;Up157;IN
1363595864.0;Up143;IN
1363595949.0;Up86;IN
1363596006.0;Up78;IN
1363596032.0;Up79;IN
1363596050.0;Up4;IN
1363596396.0;Up66;IN
1363596669.0;Up54;IN
1363596987.0;Up34;IN
1363597011.0;Up48;IN
1363597245.0;Up2;OUT
1363597442.0;Up144;IN
1363597482.0;Up2;IN
1363597744.0;Up295;IN
1363597901.0;Up286;IN
1363598070.0;Up229;IN
1363598166.0;Up105;IN
1363598281.0;Up154;IN
1363598291.0;Up306;IN
1363598420.0;Up25;IN
1363598462.0;Up65;IN
1363598559.0;Up38;IN
1363598708.0;Up22;IN
1363598775.0;Up253;IN
1363599076.0;Up76;IN
1363599240.0;Up39;IN
1363599267.0;Up47;IN
1363599369.0;Up310;IN
1363599375.0;Up150;IN
1363599738.0;Up108;IN
1363599806.0;Up166;IN
1363599856.0;Up264;IN
1363600078.0;Up264;OUT
1363600260.0;Up241;IN
1363600350.0;Up167;IN
1363600371.0;Up293;IN
1363600444.0;Up110;IN
1363600539.0;Up33;IN
1363600642.0;Up210;IN
1363600673.0;Up287;IN
1363600845.0;Up219;IN
1363601141.0;Up186;OUT
1363601169.0;Up186;IN
1363601319.0;Up70;IN
1363601478.0;Up83;IN
1363601597.0;Up208;IN
1363601719.0;Up35;IN
1363601746.0;Up191;IN
1363601896.0;Up231;IN
1363601926.0;Up246;IN
1363602531.0;Up155;IN
1363602717.0;Up20;OUT
1363602835.0;Up92;IN
1363603147.0;Up122;IN
1363603213.0;Up182;IN
1363603263.0;Up80;IN
1363603616.0;Up234;IN
1363603692.0;Up88;IN
1363603722.0;Up217;IN
1363603964.0;Up16;IN
1363604212.0;Up214;IN
1363604262.0;Up157;OUT
1363604509.0;Up44;IN
1363604626.0;Up48;OUT
1363604669.0;Up322;IN
1363605398.0;Up126;IN
1363605643.0;Up296;IN
1363606326.0;Up20;IN
1363606415.0;Up17;OUT
1363606486.0;Up20;OUT
1363606542.0;Up194;IN
1363606556.0;Up157;IN
1363606751.0;Up95;IN
1363607023.0;Up255;IN
1363607556.0;Up291;IN
1363607963.0;Up216;OUT
1363608262.0;Up216;IN
1363608352.0;Up174;IN
1363608410.0;Up17;IN
1363608529.0;Up20;IN
1363608652.0;Up32;OUT
1363608827.0;Up76;OUT
1363608984.0;Up166;OUT
1363609433.0;Up291;OUT
1363609437.0;Up217;OUT
1363609507.0;Up123;OUT
1363609954.0;Up150;OUT
1363610103.0;Up122;OUT
1363610152.0;Up78;OUT
1363610249.0;Up111;OUT
1363610320.0;Up133;IN
1363610495.0;Up120;OUT
1363610544.0;Up136;OUT
1363610609.0;Up180;OUT
1363611505.0;Up19;OUT
1363611696.0;Up187;OUT
1363611948.0;Up25;OUT
1363611983.0;Up182;OUT
1363612016.0;Up154;OUT
1363612126.0;Up37;OUT
1363612231.0;Up89;IN
1363612269.0;Up31;IN
1363612407.0;Up91;OUT
1363612483.0;Up93;IN
1363612662.0;Up249;IN
1363612725.0;Up44;OUT
1363612779.0;Up260;IN
1363612893.0;Up216;OUT
1363612966.0;Up139;IN
1363613144.0;Up32;IN
1363613658.0;Up24;IN
1363613984.0;Up150;IN
1363614054.0;Up300;IN
1363614063.0;Up119;IN
1363614128.0;Up138;IN
1363614182.0;Up66;OUT
1363614226.0;Up74;IN
1363614242.0;Up154;IN
1363614318.0;Up76;IN
1363614351.0;Up182;IN
1363614553.0;Up67;IN
1363614921.0;Up19;IN
1363615031.0;Up12;IN
1363615717.0;Up123;IN
1363615748.0;Up277;IN
1363615843.0;Up89;OUT
1363615946.0;Up198;IN
1363616121.0;Up227;IN
1363616337.0;Up37;IN
1363616609.0;Up183;OUT
1363616939.0;Up187;IN
1363617079.0;Up78;IN
1363617112.0;Up79;OUT
1363617390.0;Up122;IN
1363617534.0;Up170;IN
1363617630.0;Up64;IN
1363617819.0;Up136;IN
1363618124.0;Up83;OUT
1363618414.0;Up324;IN
1363618428.0;Up44;IN
1363618677.0;Up245;IN
1363618768.0;Up238;IN
1363618851.0;Up10;OUT
1363619595.0;Up101;IN
1363619739.0;Up191;OUT
1363619739.0;Up183;IN
1363619953.0;Up121;OUT
1363620493.0;Up135;OUT
1363621430.0;Up83;IN
1363621581.0;Up192;IN
1363621622.0;Up154;OUT
1363621730.0;Up63;IN
1363621830.0;Up80;OUT
1363622806.0;Up97;OUT
1363623126.0;Up163;IN
1363623269.0;Up38;OUT
1363623445.0;Up105;OUT
1363623699.0;Up91;IN
1363623879.0;Up101;OUT
1363623885.0;Up117;OUT
1363624110.0;Up63;OUT
1363624651.0;Up139;OUT
1363624670.0;Up240;OUT
1363624698.0;Up174;OUT
1363624805.0;Up28;OUT
1363624905.0;Up126;OUT
1363625118.0;Up90;OUT
1363625587.0;Up130;OUT
1363625716.0;Up303;IN
1363625724.0;Up31;OUT
1363625843.0;Up260;OUT
1363625853.0;Up150;OUT
1363625930.0;Up229;OUT
1363625931.0;Up310;OUT
1363625980.0;Up287;OUT
1363626102.0;Up144;OUT
1363626115.0;Up70;OUT
1363626283.0;Up11;OUT
1363626300.0;Up306;OUT
1363626451.0;Up60;OUT
1363626628.0;Up65;OUT
1363626684.0;Up34;OUT
1363626739.0;Up199;OUT
1363626793.0;Up283;OUT
1363626824.0;Up20;OUT
1363626960.0;Up110;OUT
1363626975.0;Up81;OUT
1363626977.0;Up200;OUT
1363626995.0;Up324;OUT
1363627337.0;Up33;OUT
1363627556.0;Up39;OUT
1363627651.0;Up285;OUT
1363627851.0;Up234;OUT
1363627855.0;Up167;OUT
1363627906.0;Up149;OUT
1363628225.0;Up78;OUT
1363628442.0;Up93;OUT
1363628455.0;Up88;OUT
1363628737.0;Up19;OUT
1363628877.0;Up204;OUT
1363628948.0;Up102;IN
1363629015.0;Up16;OUT
1363629067.0;Up119;OUT
1363629150.0;Up54;OUT
1363629339.0;Up123;OUT
1363629563.0;Up59;OUT
1363629718.0;Up227;OUT
1363629889.0;Up208;OUT
1363630082.0;Up74;OUT
1363630085.0;Up214;OUT
1363630163.0;Up71;OUT
1363630211.0;Up322;OUT
1363630332.0;Up149;IN
1363630453.0;Up44;OUT
1363630458.0;Up207;OUT
1363630606.0;Up136;OUT
1363630644.0;Up150;IN
1363630724.0;Up277;OUT
1363630786.0;Up150;OUT
1363630921.0;Up143;OUT
1363630930.0;Up122;OUT
1363630935.0;Up188;IN
1363630991.0;Up182;OUT
1363630993.0;Up138;OUT
1363631029.0;Up24;OUT
1363631356.0;Up32;OUT
1363631360.0;Up249;OUT
1363631638.0;Up296;OUT
1363631710.0;Up238;OUT
1363631773.0;Up198;OUT
1363631824.0;Up300;OUT
1363631906.0;Up149;OUT
1363631942.0;Up47;OUT
1363631973.0;Up72;IN
1363632415.0;Up185;OUT
1363632741.0;Up130;IN
1363632842.0;Up237;OUT
1363632884.0;Up210;OUT
1363633080.0;Up35;OUT
1363633265.0;Up219;OUT
1363633281.0;Up155;OUT
1363633334.0;Up57;OUT
1363633383.0;Up170;OUT
1363633511.0;Up141;OUT
1363633629.0;Up186;OUT
1363633738.0;Up253;OUT
1363633782.0;Up138;IN
1363633987.0;Up84;OUT
1363634034.0;Up108;OUT
1363634126.0;Up68;OUT
1363634194.0;Up246;OUT
1363634339.0;Up64;OUT
1363634372.0;Up133;OUT
1363634552.0;Up116;OUT
1363634710.0;Up247;OUT
1363634816.0;Up239;OUT
1363635156.0;Up187;OUT
1363635445.0;Up206;OUT
1363635754.0;Up18;OUT
1363636299.0;Up26;OUT
1363636355.0;Up225;OUT
1363636408.0;Up188;OUT
1363636592.0;Up303;OUT
1363636640.0;Up12;OUT
1363636686.0;Up137;OUT
1363636754.0;Up115;OUT
1363636863.0;Up72;OUT
1363637069.0;Up156;OUT
1363637217.0;Up295;OUT
1363637387.0;Up138;OUT
1363637415.0;Up73;OUT
1363637656.0;Up64;IN
1363638376.0;Up157;OUT
1363638763.0;Up222;OUT
1363638813.0;Up7;OUT
1363639252.0;Up293;OUT
1363640015.0;Up67;OUT
1363640150.0;Up7;IN
1363640857.0;Up106;OUT
1363640858.0;Up95;OUT
1363641516.0;Up286;OUT
1363644013.0;Up4;OUT
1363645950.0;Up255;OUT
1363647448.0;Up8;IN
1363652475.0;Up8;OUT
1363677183.0;Up10;IN
1363677602.0;Up20;IN
1363677651.0;Up11;IN
1363678235.0;Up215;IN
1363678515.0;Up13;IN
1363679125.0;Up327;IN
1363679209.0;Up255;IN
1363679783.0;Up246;IN
1363679847.0;Up53;IN
1363679879.0;Up218;IN
1363679952.0;Up207;IN
1363679997.0;Up225;IN
1363680197.0;Up32;IN
1363680300.0;Up123;IN
1363680302.0;Up136;IN
1363680491.0;Up219;IN
1363680730.0;Up89;IN
1363681027.0;Up57;IN
1363681083.0;Up285;IN
1363681118.0;Up69;IN
1363681218.0;Up31;IN
1363681303.0;Up48;IN
1363681560.0;Up36;IN
1363681587.0;Up288;IN
1363681711.0;Up200;IN
1363681844.0;Up52;IN
1363681862.0;Up19;IN
1363681903.0;Up105;IN
1363682019.0;Up240;IN
1363682077.0;Up18;IN
1363682164.0;Up300;IN
1363682379.0;Up54;IN
1363682436.0;Up16;IN
1363682525.0;Up144;IN
1363682551.0;Up145;IN
1363682635.0;Up12;IN
1363682661.0;Up143;IN
1363682794.0;Up199;IN
1363682902.0;Up61;IN
1363683023.0;Up67;IN
1363683066.0;Up71;IN
1363683070.0;Up13;OUT
1363683160.0;Up28;IN
1363683164.0;Up324;IN
1363683253.0;Up85;IN
1363683260.0;Up33;IN
1363683690.0;Up49;IN
1363683828.0;Up59;IN
1363683857.0;Up65;IN
1363684008.0;Up229;IN
1363684027.0;Up117;IN
1363684089.0;Up23;IN
1363684146.0;Up305;IN
1363684157.0;Up247;IN
1363684254.0;Up26;IN
1363684387.0;Up120;IN
1363684616.0;Up180;IN
1363684642.0;Up41;IN
1363684956.0;Up43;IN
1363684972.0;Up328;IN
1363685013.0;Up38;IN
1363685142.0;Up264;IN
1363685150.0;Up189;IN
1363685171.0;Up328;OUT
1363685268.0;Up295;IN
1363685355.0;Up102;OUT
1363685394.0;Up230;IN
1363685525.0;Up39;IN
1363685736.0;Up72;IN
1363685760.0;Up132;IN
1363685807.0;Up93;IN
1363685860.0;Up104;IN
1363685860.0;Up106;IN
1363685866.0;Up293;IN
1363685943.0;Up146;IN
1363685952.0;Up24;IN
1363685955.0;Up119;IN
1363686000.0;Up70;IN
1363686047.0;Up60;IN
1363686064.0;Up96;IN
1363686132.0;Up60;OUT
1363686228.0;Up78;IN
1363686291.0;Up108;IN
1363686424.0;Up47;IN
1363686625.0;Up160;IN
1363686743.0;Up181;IN
1363687000.0;Up172;IN
1363687087.0;Up155;IN
1363687130.0;Up172;OUT
1363687154.0;Up167;IN
1363687310.0;Up186;IN
1363687513.0;Up147;IN
1363687595.0;Up89;OUT
1363687692.0;Up156;IN
1363687891.0;Up84;IN
1363687948.0;Up234;IN
1363687995.0;Up189;OUT
1363688057.0;Up6;IN
1363688287.0;Up324;OUT
1363688320.0;Up182;IN
1363688646.0;Up127;IN
1363688684.0;Up310;IN
1363688731.0;Up6;OUT
1363688809.0;Up236;IN
1363688907.0;Up44;IN
1363688983.0;Up20;OUT
1363689133.0;Up122;IN
1363689391.0;Up171;IN
1363689738.0;Up80;IN
1363689750.0;Up73;IN
1363689875.0;Up185;IN
1363690133.0;Up117;OUT
1363690349.0;Up93;OUT
1363690352.0;Up94;IN
1363690439.0;Up121;IN
1363690782.0;Up166;IN
1363690822.0;Up168;IN
1363691046.0;Up103;IN
1363691048.0;Up121;OUT
1363691249.0;Up95;IN
1363691334.0;Up296;IN
1363691557.0;Up154;IN
1363691646.0;Up185;OUT
1363692160.0;Up101;IN
1363692574.0;Up177;IN
1363692619.0;Up158;IN
1363692888.0;Up262;IN
1363693305.0;Up100;IN
1363693601.0;Up52;OUT
1363693738.0;Up135;IN
1363693739.0;Up66;IN
1363694017.0;Up312;IN
1363694100.0;Up88;IN
1363694115.0;Up35;IN
1363694645.0;Up253;IN
1363695075.0;Up32;OUT
1363695343.0;Up119;OUT
1363695705.0;Up234;OUT
1363695839.0;Up44;OUT
1363696046.0;Up31;OUT
1363696301.0;Up33;OUT
1363696302.0;Up101;OUT
1363696513.0;Up181;OUT
1363696745.0;Up61;OUT
1363696847.0;Up300;OUT
1363696920.0;Up52;IN
1363697046.0;Up147;OUT
1363697053.0;Up265;IN
1363697350.0;Up12;OUT
1363697593.0;Up80;OUT
1363697607.0;Up122;OUT
1363697871.0;Up45;OUT
1363698261.0;Up303;IN
1363698365.0;Up13;IN
1363698494.0;Up37;OUT
1363698499.0;Up180;OUT
1363698839.0;Up42;OUT
1363698886.0;Up214;IN
1363699008.0;Up90;IN
1363699180.0;Up64;OUT
1363699558.0;Up181;IN
1363699830.0;Up33;IN
1363699983.0;Up31;IN
1363700049.0;Up274;IN
1363700347.0;Up300;IN
1363700369.0;Up320;IN
1363700380.0;Up289;IN
1363700530.0;Up133;IN
1363700653.0;Up26;OUT
1363700829.0;Up74;IN
1363700947.0;Up12;IN
1363701035.0;Up45;IN
1363701081.0;Up305;OUT
1363701125.0;Up180;IN
1363701249.0;Up157;IN
1363701351.0;Up198;IN
1363701439.0;Up160;OUT
1363701584.0;Up42;IN
1363701759.0;Up22;OUT
1363701880.0;Up37;IN
1363701986.0;Up147;IN
1363702193.0;Up218;OUT
1363702258.0;Up61;IN
1363702359.0;Up305;IN
1363702487.0;Up64;IN
1363702700.0;Up117;IN
1363702818.0;Up150;IN
1363702844.0;Up122;IN
1363703168.0;Up209;IN
1363703248.0;Up119;IN
1363703390.0;Up149;IN
1363704291.0;Up44;IN
1363704449.0;Up217;IN
1363704771.0;Up93;IN
1363704945.0;Up156;OUT
1363704981.0;Up216;IN
1363705028.0;Up47;OUT
1363705523.0;Up216;OUT
1363705996.0;Up231;OUT
1363706054.0;Up138;IN
1363706193.0;Up135;OUT
1363706677.0;Up26;IN
1363706993.0;Up89;IN
1363707437.0;Up240;OUT
1363707654.0;Up260;IN
1363708188.0;Up89;OUT
1363708571.0;Up22;IN
1363708688.0;Up157;OUT
1363709080.0;Up14;OUT
1363709194.0;Up289;OUT
1363709214.0;Up245;OUT
1363709431.0;Up154;OUT
1363709591.0;Up77;OUT
1363709665.0;Up60;IN
1363709896.0;Up167;OUT
1363709907.0;Up11;OUT
1363710048.0;Up229;OUT
1363710325.0;Up230;OUT
1363710426.0;Up96;OUT
1363711016.0;Up181;OUT
1363711381.0;Up132;OUT
1363711674.0;Up63;IN
1363711718.0;Up70;OUT
1363711874.0;Up33;OUT
1363711965.0;Up180;OUT
1363711973.0;Up27;OUT
1363712092.0;Up83;OUT
1363712261.0;Up150;OUT
1363712448.0;Up63;OUT
1363712599.0;Up76;OUT
1363712643.0;Up28;OUT
1363712750.0;Up52;OUT
1363712917.0;Up123;OUT
1363712968.0;Up245;IN
1363713009.0;Up61;OUT
1363713139.0;Up200;OUT
1363713200.0;Up260;OUT
1363713208.0;Up124;OUT
1363713424.0;Up262;OUT
1363713759.0;Up119;OUT
1363713897.0;Up102;IN
1363713917.0;Up38;OUT
1363714009.0;Up102;OUT
1363714124.0;Up207;OUT
1363714318.0;Up6;IN
1363714418.0;Up19;OUT
1363714544.0;Up199;OUT
1363714760.0;Up36;OUT
1363714921.0;Up37;OUT
1363715133.0;Up236;OUT
1363715192.0;Up144;OUT
1363715234.0;Up305;OUT
1363715290.0;Up158;OUT
1363715401.0;Up45;OUT
1363715444.0;Up310;OUT
1363715548.0;Up166;OUT
1363715806.0;Up22;OUT
1363715894.0;Up41;OUT
1363716047.0;Up127;OUT
1363716126.0;Up143;OUT
1363716203.0;Up254;IN
1363716220.0;Up88;OUT
1363716381.0;Up246;OUT
1363716540.0;Up71;OUT
1363716560.0;Up136;OUT
1363716646.0;Up241;OUT
1363716695.0;Up103;OUT
1363716782.0;Up49;OUT
1363716865.0;Up23;OUT
1363717037.0;Up18;OUT
1363717045.0;Up145;OUT
1363717145.0;Up209;OUT
1363717228.0;Up285;OUT
1363717236.0;Up320;OUT
1363717308.0;Up122;OUT
1363717493.0;Up214;OUT
1363717609.0;Up146;OUT
1363717641.0;Up73;OUT
1363717860.0;Up265;OUT
1363717954.0;Up12;OUT
1363718160.0;Up177;OUT
1363718470.0;Up327;OUT
1363718542.0;Up43;OUT
1363718626.0;Up149;OUT
1363718744.0;Up35;OUT
1363718969.0;Up251;OUT
1363719614.0;Up183;OUT
1363719748.0;Up147;OUT
1363720224.0;Up105;OUT
1363720337.0;Up253;OUT
1363720614.0;Up168;OUT
1363720632.0;Up64;OUT
1363720966.0;Up54;OUT
1363720985.0;Up303;OUT
1363721314.0;Up312;OUT
1363721512.0;Up42;OUT
1363721546.0;Up10;OUT
1363721566.0;Up26;OUT
1363721854.0;Up7;OUT
1363721865.0;Up100;OUT
1363721934.0;Up44;OUT
1363721994.0;Up74;OUT
1363722068.0;Up120;OUT
1363722145.0;Up57;OUT
1363722266.0;Up182;OUT
1363722319.0;Up171;OUT
1363722326.0;Up293;OUT
1363722417.0;Up56;OUT
1363722470.0;Up43;IN
1363722498.0;Up69;OUT
1363722762.0;Up53;OUT
1363722773.0;Up43;OUT
1363723163.0;Up203;OUT
1363723351.0;Up104;OUT
1363723543.0;Up194;OUT
1363724021.0;Up264;OUT
1363724238.0;Up6;OUT
1363725257.0;Up72;OUT
1363725468.0;Up255;OUT
1363725965.0;Up58;IN
1363726066.0;Up274;OUT
1363726215.0;Up58;OUT
1363726420.0;Up133;OUT
1363726973.0;Up163;OUT
1363727095.0;Up95;OUT
1363727734.0;Up196;IN
1363730157.0;Up155;OUT
1363732494.0;Up225;OUT
1363733014.0;Up91;OUT
1363734354.0;Up91;IN
1363735666.0;Up1;IN
1363738007.0;Up192;OUT
1363738415.0;Up196;OUT
1363763573.0;Up10;IN
1363763908.0;Up11;IN
1363764220.0;Up4;IN
1363764845.0;Up2;OUT
1363765152.0;Up2;IN
1363765281.0;Up225;IN
1363765378.0;Up240;IN
1363765506.0;Up249;IN
1363765540.0;Up14;IN
1363766033.0;Up74;IN
1363766135.0;Up218;IN
1363766410.0;Up1;OUT
1363766414.0;Up197;IN
1363766659.0;Up185;IN
1363766875.0;Up136;IN
1363766922.0;Up160;IN
1363767087.0;Up200;IN
1363767188.0;Up126;IN
1363767643.0;Up79;IN
1363767720.0;Up201;IN
1363767874.0;Up187;IN
1363767905.0;Up70;IN
1363768202.0;Up206;IN
1363768263.0;Up203;IN
1363768435.0;Up124;IN
1363768493.0;Up285;IN
1363768580.0;Up19;IN
1363768603.0;Up54;IN
1363768691.0;Up71;IN
1363768782.0;Up18;IN
1363768819.0;Up199;IN
1363769035.0;Up183;IN
1363769120.0;Up26;IN
1363769156.0;Up25;IN
1363769182.0;Up161;IN
1363769361.0;Up182;IN
1363769423.0;Up34;IN
1363769555.0;Up181;IN
1363769657.0;Up49;IN
1363769866.0;Up286;IN
1363770017.0;Up144;IN
1363770113.0;Up28;IN
1363770196.0;Up329;IN
1363770241.0;Up64;IN
1363770252.0;Up229;IN
1363770462.0;Up194;IN
1363770532.0;Up312;IN
1363770544.0;Up33;IN
1363770694.0;Up51;IN
1363770705.0;Up120;IN
1363770774.0;Up56;IN
1363770804.0;Up41;IN
1363770847.0;Up283;IN
1363770923.0;Up116;IN
1363771055.0;Up38;IN
1363771132.0;Up306;IN
1363771181.0;Up135;IN
1363771191.0;Up45;IN
1363771409.0;Up253;IN
1363771450.0;Up184;IN
1363771456.0;Up37;IN
1363771558.0;Up293;IN
1363771608.0;Up77;IN
1363771733.0;Up68;IN
1363771783.0;Up76;IN
1363771829.0;Up119;IN
1363771999.0;Up63;IN
1363772142.0;Up188;IN
1363772322.0;Up154;IN
1363772550.0;Up4;OUT
1363772569.0;Up287;IN
1363772789.0;Up171;IN
1363772840.0;Up107;IN
1363772843.0;Up208;IN
1363772954.0;Up10;OUT
1363773260.0;Up147;IN
1363773341.0;Up166;IN
1363773392.0;Up230;IN
1363773564.0;Up69;IN
1363773570.0;Up150;IN
1363773735.0;Up315;OUT
1363773829.0;Up177;IN
1363773927.0;Up209;IN
1363774185.0;Up191;IN
1363774197.0;Up214;IN
